0,ID,body,date,Month,Year,day,Mentioned purchase time?,Battery failure? 0 or 1
895,no_ID,"IndianUser, 04 Jun 2020Guys,
I own samsung s20+,
but due to overheating and other issues, I plan to switch to iPhon... moreDonâ€™t waste your money on Samsung android device go and switch to iPhone 11 or 11 Pro. And you will never regret after.",4-Jun-20,Jun,2020,4,0,0
896,no_ID,"Anonymous, 04 Jun 2020How you are sure on this?Yes Iâ€™m 100% sure about this I have owned and iPhone 11 for my daily drive and compared with my brotherâ€™s S20 5G mobile and after comparing each other for the performance in gaming performance in high settings  and speed test the iPhone was run more efficient compared to S20 as result of overheating issue on S20 suddenly crash and expected some lags during the game.",4-Jun-20,Jun,2020,4,0,0
897,IndianUser,"Guys, 
I own samsung s20+, 
but due to overheating and other issues, I plan to switch to iPhone 11. 
Kindly suggest me Pro/Cons. 
I know display is not even full HD, but howz it is reliable specially on Camera and Battery life? I do lots of photography.
 
Hope overheating is not there...",4-Jun-20,Jun,2020,4,0,0
898,Anonymous,"Aspok, 04 Jun 2020iPhone 11 is better than the Samsung S20 5G.How you are sure on this?",4-Jun-20,Jun,2020,4,0,0
899,no_ID,"Anonymous, 26 May 2020Guys please help 
i have never got an iphone and i am getting a new phone but i dont know wha... moreGo for iPhone 11 for great, fast iOS and smooth performance, best graphics for gaming, great video recording and best camera compared to Samsung Note 10 plus.",4-Jun-20,Jun,2020,4,0,0
900,no_ID,"RMR, 27 May 2020Samsung S10 5G better than iPhone 11? iPhone 11 is better than the Samsung S20 5G.",4-Jun-20,Jun,2020,4,0,0
901,no_ID,"Happy, 03 Jun 2020Apple 11 vs Huawei P40(non pro) which is better for camera ?Iâ€™ve compared my iPhone 11 to Huawei P40 and Iâ€™ve discovered was that iPhone 11 Camera is far away good video recording and more accurate colors and dynamic range in taking pictures. compare to Huawei P40. Iâ€™m using this one for more than 6 months now.",4-Jun-20,Jun,2020,4,3,0
902,no_ID,"with iphone no ipon, 04 Jun 2020Hello everyone.. What is better in battery life- Iphone 11 or Iphone XR? Please helpHi iPhone 11 is better and more efficient compare to XR.",4-Jun-20,Jun,2020,4,0,0
903,with iphone no ipon,Hello everyone.. What is better in battery life- Iphone 11 or Iphone XR? Please help,4-Jun-20,Jun,2020,4,0,0
904,Happy,Apple 11 vs Huawei P40(non pro) which is better for camera ?,3-Jun-20,Jun,2020,3,0,0
905,RMR,"scorpio, 28 May 2020I have an s10 and my wife has an iphone11. Both are very good and in isolation the display on ... moreXS max, IPhone 11 Pro and max are the best choice when it comes to sharpness and true colour.",1-Jun-20,Jun,2020,1,0,0
906,ADALU MARK,Gaming department iPhone is the best the rest is upto you,29-May-20,May,2020,29,0,0
907,Thomas,"scorpio, 28 May 2020I have an s10 and my wife has an iphone11. Both are very good and in isolation the display on ... moreIt is possible that your wifeâ€™s phone isnâ€™t configured properly or to its true potential.",29-May-20,May,2020,29,0,0
908,scorpio,"mircica101, 22 May 2020I switched from a Galaxy S10 to an iPhone 11 just a few weeks ago. Honestly, the screen is not... moreI have an s10 and my wife has an iphone11. Both are very good and in isolation the display on the 11 is fine. However when you compare them beside each other the s10 is superior, sharper detail and truer colour. Also my wife has had several niggles with her 11 which has necessitated either a visit to the Apple shop for support or telephone support whereas my s10 has been totally problem free.",28-May-20,May,2020,28,0,0
909,no_ID,"Anonymous, 26 May 2020i recommend Samsung sense the camera is much better than iPhone I don't think so, iphones are on another level in Camera department, even last year iphones were best known for their photography with their Smart HDR sensing.",27-May-20,May,2020,27,0,0
910,RMR,"Anonymous, 26 May 2020i recommend Samsung sense the camera is much better than iPhone Samsung S10 5G better than iPhone 11?",27-May-20,May,2020,27,0,0
911,Tim,"Anonymous, 26 May 2020i recommend Samsung sense the camera is much better than iPhone In all honestly, the Apple cameras have been the best for several years running.",27-May-20,May,2020,27,0,0
912,Anonymous,"Anonymous, 26 May 2020Guys please help 
i have never got an iphone and i am getting a new phone but i dont know wha... morei recommend Samsung sense the camera is much better than iPhone",26-May-20,May,2020,26,0,0
913,Hokeywolf,"Anonymous, 26 May 2020Guys please help 
i have never got an iphone and i am getting a new phone but i dont know wha... moreGo for Iphone 11",26-May-20,May,2020,26,0,0
914,Lass,"Anonymous, 26 May 2020Guys please help 
i have never got an iphone and i am getting a new phone but i dont know wha... moreDepends if you're an android or ios guy, if u are not OS specific and don't really tinker with stuff in your phone, then go for the iPhone 11",26-May-20,May,2020,26,0,0
915,Anonymous,"Guys please help  
i have never got an iphone and i am getting a new phone but i dont know what tn choose iphone 11 or samsung note 10 plus exynos version .",26-May-20,May,2020,26,0,0
916,Anonymous,"mircica101, 22 May 2020I switched from a Galaxy S10 to an iPhone 11 just a few weeks ago. Honestly, the screen is not... moreI guess Blackberry used gestures prior to apple.",26-May-20,May,2020,26,0,0
917,Argentinianuserr,"Well, as I said before, this is the best phone Iâ€™ve ever had. I had s10e and s10+before, but without hesitate this phone is better in almost every aspect.
 
However, I live in Argentina and the dÃ³lar is crazy here ( 150 pesos Argentinos = 1 dÃ³lar). So, Iâ€™m considering to sell it and buy a cheaper phone, but the problem is that I really love this phone. 
So here I am, hesitating a lot",25-May-20,May,2020,25,0,0
918,Jo,"I've had the 11 for 5 months. It was a really good phone for the first couple of months then it became very problematic. At first, the volume of ringer started to go up and down by itself, now, it won't true off. it's now completely stopped working!  
Has anyone had a similar issue?",25-May-20,May,2020,25,2,0
919,Nicky Micky,"Anonymous, 24 May 2020At the same price, iphone 11 or iphone xs? And reasons please11 all the way! 
Just switched from XS and 11 is much better! 
Especially if you care about the battery life!!!",25-May-20,May,2020,25,0,0
920,Zoran,I cannot download youtube app on AppStore on My iPhone 11 ..someone plejade help me???,24-May-20,May,2020,24,0,0
921,Anonymous,"Anonymous, 24 May 2020At the same price, iphone 11 or iphone xs? And reasons pleaseIf u want beautiful display go with iphone xs ... for camera's and better performance than xs buy 11",24-May-20,May,2020,24,0,0
922,Anonymous,"At the same price, iphone 11 or iphone xs? And reasons please",24-May-20,May,2020,24,0,0
923,no_ID,"Anonymous, 19 May 2020Hi, I am looking to purchase an iPhone 11 or a S10 due to them being in the same price range h... moreI switched from a Galaxy S10 to an iPhone 11 just a few weeks ago. Honestly, the screen is not that bad. As a disclaimer: I've owned a lot of Android phones, mainly Samsung ones (Galaxy S4, S8+, Note 9, S10). This iPhone 11 is my 2nd iPhone I've owned (previous was SE).  
What can I tell after these weeks:  
- the iPhone screen while not as sharp or bright as S10's is still a nice piece of tech. The resolution is great and I honestly cannot see any individual pixels 
- the overall experience with the iPhone is that the interface is much smoother. Yes, Samsung has made great strides with it's One UI 2.1, but there's still some polish to do. Mainly animations are choppier. And the gestures while are great (FYI straight copy from iOS) still have some tweaking to do. Only if you used both you will understand what I'm talking about.  
- battery life is much better than the one on S10 - personally I used the phone mostly indoors (due to quarantine restrictions) on home wifi. With the S10 with 100% charge in the morning sometimes I end up with 40% in the evening others with 20%. Same usage with the iPhone I get around 60% in the evening. 
 
Other things like price it comes down to your own budget. I personally paid twice as much on the iPhone than what I paid for the S10 back in December.
 
Anyway, as a conclusion: don't judge the iPhone based on other people's comments about the screen. Believe me it's all bullshit. The LCD screen is nice a sharp enough for almost any media consumption.",22-May-20,May,2020,22,1,0
924,Ambot,"Just buy iPhone xs max,,cheaper,,cheaper now in 2020..",22-May-20,May,2020,22,0,0
925,Marites,Has any of you experienced the display freezing when zooming in on a page in google app? Mineâ€™s been doing that lately and no clue why.,21-May-20,May,2020,21,0,0
926,Ashy88 ,"Emily, 20 May 2020Does the iphone 11 come with airpods or normal earphones? Or nothing at all?It comes with normal ear pod that plug in with a lightning connector unfortunately there is no dongle so if you want different headphones you either need to buy a dongle or buy wireless headphones",20-May-20,May,2020,20,0,0
927,Ashy88,"Anonymous, 19 May 2020Hi, I am looking to purchase an iPhone 11 or a S10 due to them being in the same price range h... moreThe screen quality on the iPhone 11 is amazing for an LCD panel I had this worry at first between the 11 and pro but so glad I got the 11 the screen is fine and to be honest itâ€™s a struggle to tell the difference. I actually came from a Galaxy s10 which has an amazing screen but I donâ€™t feel the 11 is a downgrade, in some ways itâ€™s better as you donâ€™t get eye strain and it wonâ€™t burn and it will last longer if your planning on keeping it beyond 2 years. In normal everyday use the difference is definitely minimal, itâ€™s the same screen thatâ€™s in that XR  if you have ever seen one of those in the flesh",20-May-20,May,2020,20,0,0
928,Anonymous,"Emily, 20 May 2020Does the iphone 11 come with airpods or normal earphones? Or nothing at all?They come with earpods",20-May-20,May,2020,20,0,0
929,Emily,Does the iphone 11 come with airpods or normal earphones? Or nothing at all?,20-May-20,May,2020,20,0,0
930,Anonymous,"Anonymous, 19 May 2020Hi, I am looking to purchase an iPhone 11 or a S10 due to them being in the same price range h... moreBuy iphone 11 for better experience",19-May-20,May,2020,19,0,0
931,Anonymous,"Anonymous, 19 May 2020Hi, I am looking to purchase an iPhone 11 or a S10 due to them being in the same price range h... moreMost of the people who call the screen quality of the 11 poor have never seen it in person. If you've seen the screen of the XR in person and like it, then buying the 11 or S10 is up to you and which OS you prefer",19-May-20,May,2020,19,0,0
932,biubiu,how many hours can you guys game on it? considering from 100 percent,19-May-20,May,2020,19,0,0
933,Anonymous,"Hi, I am looking to purchase an iPhone 11 or a S10 due to them being in the same price range here in Aus. Based of your guys opinions and experience do you think it is worth buying the 11 over the s10 due to the ""Poor"" screen quality of the LCD display? I have friends that have an XR and a S10+ and in my opinion the 11 looks better but my current phone is a 391 dpi IPS LCD and the 11 also exceeds that as well. Can someone give me feed back please?",19-May-20,May,2020,19,0,0
934,Anonymous,"Wanderer, 17 May 2020Iphone 11 or wait for 12Wait for 12",17-May-20,May,2020,17,0,0
935,Wanderer,Iphone 11 or wait for 12,17-May-20,May,2020,17,0,0
936,Nick,"Is there any notable difference in display on 11 & 11 pro, normal usage and YouTube videos?",17-May-20,May,2020,17,0,0
937,Anonymous,I was thinking of buying new phone but quite confuse. Should I get iPhone 11 or should I wait for iPhone 12 lineup? I know that there are major updates from 11-12 but just afraid that price may increase from more than what we expect after hearing that Trump wants to increase tax to manufacturers staying overseas.,17-May-20,May,2020,17,0,0
938,no_ID,"Suu, 16 May 2020Im having difficulties about choosing iphone XS or 11. Is there a big difference about the 2? ... moreIn speed? No difference. The difference is in camera, iPhone 11 is better.  
If it's me and my money, i would rather go with iPhone 11 instead of iPhone 11 pro max. That's my preference, maybe you prefer big heavy duty phones. I like compact phones.  
Although, there's a difference in network strength between 11 and pro, the pro is better.",16-May-20,May,2020,16,0,0
939,no_ID,"Suu, 16 May 2020Im having difficulties about choosing iphone XS or 11. Is there a big difference about the 2? ... more11 to 11 pro rather",16-May-20,May,2020,16,0,0
940,no_ID,Im having difficulties about choosing iphone XS or 11. Is there a big difference about the 2? And also difference of 11 to 11 pro max. Thanks guys,16-May-20,May,2020,16,0,0
941,Anonymous,"AC, 15 May 2020Hi! I am planning to reward myself a new phone, and i am torn between Samsung galaxy note 10, ... more6 months back I had been in this situation as u r in now....totally confused between note 10 and iphone 11.... 
I suggest u to think the preferences first.... 
First think about android or ios 
Second the longivity in terms of software updates flagship android like note 10 u will get 3 yrs update regularly every month security patches and quaterly for the 4th year....no more updates after that....major 2 OS update u will get..... 
In case of ios u will get updates upto 5 years..... 
Therefore u can enjoy andoid for 3 years and ios for 5 years 
Third make ur mind whether u need that sPen....it is very helpful for ur work if u need it...... 
As per camera both the phones capture are stunning 
Battery Life most likely same in both phones....1 day use u will get easily....
 
I choose note 10 bcos i need that spen for my work purpose....but i will be missing that 5 years of update of using an iphone 
And one of my friend using iphone 11 that is how i know about iphone 11
 
I will tell u both phones are great now it is upto ur preferences which one u will go for....",16-May-20,May,2020,16,0,0
942,no_ID,"AC, 15 May 2020Hi! I am planning to reward myself a new phone, and i am torn between Samsung galaxy note 10, ... moreGo for iPhone 11 128GB variant",16-May-20,May,2020,16,0,0
943,no_ID,"Hasan bt, 15 May 2020Hi guys I'm very confused i want a good phone for gaming also has ip 68 and wireless charging ... more6.1â€ inch is not small it is exactly great size for gaming and good to put in your pocket of itâ€™s size. And for the wireless charging IP68 water resistance is support also. Iâ€™m using this phone for 5 monthâ€™s now and no regret. Battery life is also great.",16-May-20,May,2020,16,2,0
944,no_ID,"Hasan bt, 15 May 2020Hi guys I'm very confused i want a good phone for gaming also has ip 68 and wireless charging ... moreGo for iPhone 11 way better. A13 7nm+ is powerful compared to exynos of Samsung. And iOS is more efficient compared to One UI under Android 10.",16-May-20,May,2020,16,0,0
945,Anonymous,"AC, 15 May 2020Hi! I am planning to reward myself a new phone, and i am torn between Samsung galaxy note 10, ... moreIf you want to use it for long ... means 2-3 years ... u can buy iphone 11 due to software support for long years ... but if u really want to do many things if u want freedom of android ... then go with samsung note 10 plus ... due to s pen features and a big quad hd+ display ... display is really joy in samsung phones ... camera's are great in both ...",15-May-20,May,2020,15,0,0
946,Hasan bt,"Hi guys I'm very confused i want a good phone for gaming also has ip 68 and wireless charging and I'm confused between iPhone 11 and s20+ (exynos version)  
And i want your opinion to help me  
And is the iphone 11 screen is small ??  
And is the exynos bad ??990",15-May-20,May,2020,15,0,0
947,AC,"Hi! I am planning to reward myself a new phone, and i am torn between Samsung galaxy note 10, Apple iphone 11, or Samsung S10+. Any advise?",15-May-20,May,2020,15,0,0
948,Poco loco,"gamers , 14 May 2020any of you do experience overheating when playing pubg on it?Yes it does overheat if you play on 4G LTE, play using WIFI  it will reduce the heat drastically and ext2nd battery life, the charger that comes with it is depressing  as it takes 3 flipping  hours or more to charge this thing",14-May-20,May,2020,14,0,0
949,Anonymous,Trust me is a beast device. None other that a great phone.It is amazing.,14-May-20,May,2020,14,0,0
950,gamers ,any of you do experience overheating when playing pubg on it?,14-May-20,May,2020,14,0,0
951,Anonymous,Very good phone.  Everyone says display resolution is lacking.  But I have no shortcomings.  326 ppi is annoying only when heard.  But not really.  Their display is very good.  The camera is also super.,14-May-20,May,2020,14,0,0
952,Anonymous,"Anonymous, 28 Apr 2020Nowadays, its such a pain unlocking the iphones with the mask on. Half mask trick rarely works... moreFantastic as alwayes,a great presentation after XR .it has every thing which a power user needs,i am leaving android for the sack of iphone 11 and i know i will be happy inshaAllah",13-May-20,May,2020,13,0,0
953,Jhonwick,"Nostro, 10 May 2020How do you feel about the screen moving from note 9?Lol ðŸ˜‚ that would be a downgrade",13-May-20,May,2020,13,0,0
954,Anonymous,"LEONGsss, 10 May 2020Between iPhone 11 & Huawei P30 Pro which want should I choose?Iphone 11",11-May-20,May,2020,11,0,0
955,GB,"LEONGsss, 10 May 2020Between iPhone 11 & Huawei P30 Pro which want should I choose?Peace of mind stay in iPhone if your dont want get in trap.",11-May-20,May,2020,11,0,0
956,no_ID,"LEONGsss, 10 May 2020Between iPhone 11 & Huawei P30 Pro which want should I choose?If iPhone 11's notch doesn't bother you, i would like to recommend you iPhone 11. It's tidy, durable, and reliable: good in every aspects. But if great battery, really fast charging, and telephoto feature is your thing, Huawei P30 Pro is the way to go.",11-May-20,May,2020,11,0,0
957,no_ID,Between iPhone 11 & Huawei P30 Pro which want should I choose?,10-May-20,May,2020,10,0,0
958,Nostro,"Mrki, 10 May 2020Great phone, last iphone that I Had was 8 plus, then I Had Note 9 fr about 2 Years and now I h... moreHow do you feel about the screen moving from note 9?",10-May-20,May,2020,10,0,0
959,Mrki,"Great phone, last iphone that I Had was 8 plus, then I Had Note 9 fr about 2 Years and now I have Iphone 11 128 gb.. Really great phone, from battery, Camera, speed. Iâ€™am very Happy whit IT!!",10-May-20,May,2020,10,0,0
960,Anonymous,Best iphone ever created by apple,9-May-20,May,2020,9,0,0
961,no_ID,"BoonZH, 08 May 2020The Ram of it just 4 GB ????????4GB is more than enough for an iPhone. I guess you've never used one, so you're not aware of how smooth iPhones are compared to Androids and their higher RAMs. A 2GB iPhone is faster than a 4GB Android. I'm not even kidding. If you wanna know why this is, you should Google search it. Just remember that numbers aren't everything. :)",8-May-20,May,2020,8,0,0
962,no_ID,The Ram of it just 4 GB ????????,8-May-20,May,2020,8,0,0
963,no_ID,i like i phone 11,5-May-20,May,2020,5,0,0
964,gameboy,If only battery go with 11. Other usages go with 11 Pro,2-May-20,May,2020,2,0,0
965,no_ID,"Anonymous, 30 Apr 2020Which iphone should i go with ?? Iphone 11 or 11 pro i just want battery life ... pro max is n... moreGo with the Pro",30-Apr-20,Apr,2020,30,0,0
966,Anonymous,Which iphone should i go with ?? Iphone 11 or 11 pro i just want battery life ... pro max is not comfortable size so i have to select b/w the both,30-Apr-20,Apr,2020,30,0,0
967,no_ID,"Anonymous, 28 Apr 2020Nowadays, its such a pain unlocking the iphones with the mask on. Half mask trick rarely works... moreThis is why I am super angry they took away the fingerprint sensor away from customer in the iPhone X and forced him to use face id. Why the hell not keep both?!!",29-Apr-20,Apr,2020,29,0,0
968,no_ID,"Anonymous, 28 Apr 2020Nowadays, its such a pain unlocking the iphones with the mask on. Half mask trick rarely works... moreYep. Agreed",29-Apr-20,Apr,2020,29,0,0
969,Anonymous,"Nowadays, its such a pain unlocking the iphones with the mask on. Half mask trick rarely works. Many people started refusing to buy iphones untill this pandemic ends. Apple really needs to work on this. it feels outdated to use passcode. Any suggestions??",28-Apr-20,Apr,2020,28,0,0
970,no_ID,"Fabio, 25 Apr 2020Dude, this is about OS and apple phone always worked beautiful with iOS, sorry for you about a... moreI don't care about the IOS! I care about the iPhone 11 without the OS. So Beat it..............",27-Apr-20,Apr,2020,27,0,0
971,Fabio,"imRGZ, 16 Apr 2020Except software optimizations of any iPhone 11, the Samsung S20 Ultra beats them in all other ... moreDude, this is about OS and apple phone always worked beautiful with iOS, sorry for you about android ones",25-Apr-20,Apr,2020,25,0,0
972,no_ID,"Its an Okay Device,",23-Apr-20,Apr,2020,23,0,0
973,pol,"Lou, 22 Apr 2020It takes around three and half hours or four hours to get fully charged 
Is that normal?????using the slow charger yes. try turning airplane mode on while charging and do not chagr eit until 100%. i normally stop whne it reaches at 80% as it is not healthy according to some experts",23-Apr-20,Apr,2020,23,0,0
974,Kevin,5g is supported?,23-Apr-20,Apr,2020,23,0,0
975,Lou,"rhey, 01 Apr 2020i had this phone 128gb, one thing that annoyed me is that most of my devices has usb c even my... moreIt takes around three and half hours or four hours to get fully charged  
Is that normal?????",22-Apr-20,Apr,2020,22,0,1
976,Anonymous,only at 699 dollars? really,19-Apr-20,Apr,2020,19,0,0
977,no_ID,"Adel J, 06 Apr 2020iPhone 11 is better than even the ultra. This phone is highly efficient in terms of software/h... moreExcept software optimizations of any iPhone 11, the Samsung S20 Ultra beats them in all other departments hands down. Even in performance, iOS is just minuscule 1 or 2 seconds faster, and it's not a big deal even for those who rule countries. So please, don't make sweeping statements. Wake me up when Apple provides a decent screen than their DECADE old 326ppi tech screen on their basic iPhones.",16-Apr-20,Apr,2020,16,0,0
978,no_ID,"Anonymous, 13 Apr 2020But its very difficult than android Plss when u are talking about android be specific, is it the open source or stock android because iphone is not secured than stock android.",15-Apr-20,Apr,2020,15,0,0
979,Anonymous,"Adel J, 15 Apr 2020Nothing is really difficult to hack nowadays.Ok bro i think u are a hardcore hacker",15-Apr-20,Apr,2020,15,0,0
980,no_ID,"Anonymous, 13 Apr 2020But its very difficult than android Nothing is really difficult to hack nowadays.",15-Apr-20,Apr,2020,15,0,0
981,Anonymous,"Terminator , 13 Apr 2020Bruv. It has been shown that even iphone is hackable. Don't say stuff like that without knowin... moreBut its very difficult than android",13-Apr-20,Apr,2020,13,0,0
982,Anonymous,This is worst network in other circles do not work I face this problem many times it hung I have record video also,13-Apr-20,Apr,2020,13,0,0
983,Terminator ,"Anonymous, 12 Apr 2020bro why iphone always to be expensive because the quality of the product and also the software... moreBruv. It has been shown that even iphone is hackable. Don't say stuff like that without knowing the facts",13-Apr-20,Apr,2020,13,0,0
984,SGiSE,"Anonymous, 10 Apr 2020If anybody want to buy iphone no one is going to think about that ... iphones are just like je... moreXiaomi Mi 10 MRSP is US$799, same or more expensive than some iPhone models. Your point?",13-Apr-20,Apr,2020,13,0,0
985,no_ID,"Anonymous, 10 Apr 2020Doesn't all tech in an iphone come from Samsung? Plus, aren't iphones the same thing as a 200 ... moreSmartphones are preferences nowadays. This phone are for the ones who look for top notch performance, many years of software support and ease of use. No one cares where the screen was made if the calibration looks absolutely great, and even for an LCD, this phone nails it. 
I won't deny that other OEMs provide you with lots of additional features, however they're not all of good use for all users. iPhones support almost all of the needs for most of end users. You can pick a marvel phone if that's what you want, but not necessarily anyone else should follow your footsteps.",12-Apr-20,Apr,2020,12,0,0
986,Anonymous,"Anonymous, 10 Apr 2020Doesn't all tech in an iphone come from Samsung? Plus, aren't iphones the same thing as a 200 ... morebro why iphone always to be expensive because the quality of the product and also the software the powerfull IOS you can relize that android phone easy to get virus or data corrupted but the iphone not like that, the developer always thing what would happen if some customer had that and to be concluded there is a price beside quality , i hope answer your question",12-Apr-20,Apr,2020,12,0,0
987,noone ,"Anonymous, 10 Apr 2020If anybody want to buy iphone no one is going to think about that ... iphones are just like je... moreTrue",12-Apr-20,Apr,2020,12,0,0
988,Squito,I love how long the battery lasts. Itâ€™s a little too big for me too. I noticed that the apps are not working so well even with the most updated version. I didnâ€™t experience app errors on my old iphones as much as i do now.,12-Apr-20,Apr,2020,12,0,0
989,Anonymous,"Anonymous, 10 Apr 2020Doesn't all tech in an iphone come from Samsung? Plus, aren't iphones the same thing as a 200 ... moreIf anybody want to buy iphone no one is going to think about that ... iphones are just like jewellery ... they are premium ..",10-Apr-20,Apr,2020,10,0,0
990,Anonymous,"Adel J, 06 Apr 2020iPhone 11 is better than even the ultra. This phone is highly efficient in terms of software/h... moreDoesn't all tech in an iphone come from Samsung? Plus, aren't iphones the same thing as a 200 dollar android, but with a weaker battery, $500+ and the name brand? The phone is literally just the brand that your are buying. Thicker bezels, lcd displays, which is garbage, also made by Samsung, no fingerprint reader or reverse wireless charge (they were going to add that), etc, etc.   Great cameras though (made by Samsung).",10-Apr-20,Apr,2020,10,0,0
991,no_ID,"George G, 26 Mar 2020I had an iPHONE 8 Plus. What bothered me was it's weight and size. Last January I upgraded to ... moreEnlighten us what was your disappointments, if any my dear.",6-Apr-20,Apr,2020,6,0,0
992,no_ID,"Riaz Madappally, 29 Mar 2020Snapdragon 855 Samsung S10 lite is better than iPhone 11. Attaching and editing files, documen... moreiPhone 11 is better than even the ultra. This phone is highly efficient in terms of software/hardware harmony, whereas Samsung gets too old and degrades in performance in few years of usage. Come to me two years later with feedback if you do own one.",6-Apr-20,Apr,2020,6,0,0
993,no_ID,"Pol, 29 Mar 2020Anyone who has updated their software to 13.4? Any bugs or issues encountered so far? Shoul I ... moreNothing but close to perfection. I say close because a .1 version is need to squash some very minor bugs.",6-Apr-20,Apr,2020,6,0,0
994,no_ID,"cherry, 03 Apr 2020Yes, the screen is very bad. I come from a Samsung Amoled and the LCD of iPhone 11 is very poo... moreThe screen is one of the best in terms of color accuracy and calibration, and for me itâ€™s more accurate than the Amoled. Please stop sharing lies.",6-Apr-20,Apr,2020,6,0,0
995,no_ID,"Anonymous, 04 Apr 2020I currently own an iPhone 11 and frankly Iâ€™m not a fan of it. It lags a lot and a lot of the a... moreIâ€™m running an iPhone 11. I can easily tell that what youâ€™re saying is total crap. The phone has very high performance, great battery, and such a lovely screen. If youâ€™re a fan boy for something then go get it, and stop spreading untruthful information.",6-Apr-20,Apr,2020,6,0,0
996,Anonymous,"cherry, 03 Apr 2020Yes, the screen is very bad. I come from a Samsung Amoled and the LCD of iPhone 11 is very poo... moreWhy not give iPhone 11 Pro/Pro Max a try since money doesnâ€™t seem to be an issue for you? Those have OLED displays",5-Apr-20,Apr,2020,5,0,0
997,Anonymous,"I currently own an iPhone 11 and frankly Iâ€™m not a fan of it. It lags a lot and a lot of the apps are unavailable on iPhones. Sure the camera quality is good, but I donâ€™t think I use telephoto that often. The screen quality is not too bad but in comparison to other android phones, which are at a much lower price, it isnâ€™t all that great. Many of the features it has, other android phones already have a long time ago! Not to forgetting to mention the price of it. Personally I think that Apple has to lower their prices on their products.",4-Apr-20,Apr,2020,4,0,0
998,cherry,"scorpio, 18 Feb 2020I don't know what you think you bought but the iPhone 11 has an LCD screen. Also wonder what y... moreYes, iPhone 11 has an LCD screen with a very low resolution. Coming from a Samsung I had to return it, because it felt like a major downgrade from this point of view. The cameras are good on the other side.",3-Apr-20,Apr,2020,3,0,0
999,cherry,"Riaz Madappally, 29 Mar 2020Snapdragon 855 Samsung S10 lite is better than iPhone 11. Attaching and editing files, documen... moreTrue, Samsung with Snapdragon 855 or 865 are good, but unfortunately in Europe we cannot get those. So we have to switch to iPhone, OnePlus, Xiaomi or Huawei. 
iPhone looks very outdated with the notch, I also dislike the fact that there is no fingerprint reader, so my option will be this year One Plus probably.",3-Apr-20,Apr,2020,3,0,0
1000,cherry,"George G, 26 Mar 2020I had an iPHONE 8 Plus. What bothered me was it's weight and size. Last January I upgraded to ... moreYes, the screen is very bad. I come from a Samsung Amoled and the LCD of iPhone 11 is very poor quality, the blacks are actually greys, the colors are fade and the resolution is very low, reading text is a pain. I returned it and now waiting to buy a phone with Amoled screen, don't know yet which. Won't be an iPhone since the notch is annoying and it has just 60hz, money is not the problem, have a budget of 1300â‚¬Euro.",3-Apr-20,Apr,2020,3,0,0
1001,iphone 11 screen siz,"The iPhone 11 comes in three different sizes like the previous iPhone XS and XR models. This means 5.8-inch, 6.5-inch, and 6.1-inch displays are available. 
iphone 11 screen size",2-Apr-20,Apr,2020,2,0,0
1002,no_ID,"i had this phone 128gb, one thing that annoyed me is that most of my devices has usb c even my laptop has so i can bring one charger cable for most but for this phone i have to bring a separate cable for it unless there is wireless charger around you.... rest are ok screen resolution it didn't bother much as i would think battery is very good plus standby as well camera is good as well performance is excellent... i suggest if your planning to get this please consider the 128gb....",1-Apr-20,Apr,2020,1,0,0
1003,Anonymous,"Anonymous , 29 Mar 2020Due to this Ip11 doesn't have telephoto cam. Means is it still worth to buy? Telephoto lens is useless ... use the petrait mode in iphone 11 u will get fo know the usability of iphone 11 potrait mode ..",30-Mar-20,Mar,2020,30,0,0
1004,Anonymous ,Due to this Ip11 doesn't have telephoto cam. Means is it still worth to buy?,29-Mar-20,Mar,2020,29,0,0
1005,no_ID,"FapPhone, 07 Mar 2020Sorry, the iPhone 11, Mi 9, OnePlus 7, Pixel 4, and even P30 had better performance. Can't hel... moreSnapdragon 855 Samsung S10 lite is better than iPhone 11. Attaching and editing files, documents etc are a big concern in iOS. 
If camera is a priority then iPhone is better, if office use is a priority then Android is better.",29-Mar-20,Mar,2020,29,0,0
1006,Pol,Anyone who has updated their software to 13.4? Any bugs or issues encountered so far? Shoul I download it?,29-Mar-20,Mar,2020,29,0,0
1007,George G,"I had an iPHONE 8 Plus. What bothered me was it's weight and size. Last January I upgraded to the 11. I'm deceived, the iPhone 8 Plus had a much better screen, better sound and a good battery life, not much lower than the 11s. The other 11s are too pricey.",26-Mar-20,Mar,2020,26,2,0
1008,Anonymous,"Anonymous, 26 Mar 2020Im gamer.. Just think about this phone to buy it.. But it is 64gb is enough?  I don't take man... moreBuy 128gb its a sweet spot",26-Mar-20,Mar,2020,26,0,0
1009,Anonymous,Im gamer.. Just think about this phone to buy it.. But it is 64gb is enough?  I don't take many picture,26-Mar-20,Mar,2020,26,0,0
1010,George ,"Anonymous, 20 Mar 2020I bought nov 2019 ,recently phone getting heat When is getting heat?",24-Mar-20,Mar,2020,24,0,0
1011,Anonymous,Go with iphone xr if u are not going to use wide angle camera ... they are preety same in camera and performance,24-Mar-20,Mar,2020,24,0,0
1012,Anonymous,"vans, 23 Mar 2020is the night mode really that good? is it better than pixel night sight? need ur opinionYes the night mode works perfectly .... u will never regret ...",24-Mar-20,Mar,2020,24,0,0
1013,no_ID,is the night mode really that good? is it better than pixel night sight? need ur opinion,23-Mar-20,Mar,2020,23,0,0
