,ID,title,verified,stars,body,date,Month,Year,Mentioned purchase time?,Mentioned battery and reliability info?,Review was updated?,"In box problem, no problem, out of box problem? (-1, 0, 1)",Problem with equipment/accesories?,Problem with customer service?,Comments,"How many months between purchase time and the review submission date? (1-less than 1 month, 2- 1 to 6 month, 3- 6 to 12 months, 4- more than 12 months)",Battery failure? 0 or 1
2763,junior Ramirez,Horrible,Verified Purchase,1.0 out of 5 stars,Horrible,21-Jun-22,June,2022,,,,,,,,,
2764,Delia Villaverde,El mejor telefono que compré,Verified Purchase,5.0 out of 5 stars,Por el precio es lo mejor que se puede conseguir! Vuela!,18-Jun-20,June,2020,,,,,,,,,0
2765,valentina lopez,Perfect,Verified Purchase,5.0 out of 5 stars,"Esta literalmente nuevo , sin ninguna raya ni defecto, la batería sin problemas y el sonido perfecto",16-Feb-20,February,2020,,,,,,,,,0
2766,George Huffman II,Worthy of your purchase,Verified Purchase,5.0 out of 5 stars,Perfect condition and fully unlocked,7-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2767,dequan,VERY HAPPY,Verified Purchase,5.0 out of 5 stars,"I would really recommend this phone, came with a 100 percent battery health, like brand new",19-Jan-20,January,2020,0,1,0,0,0,0,,0,0
2768,Aryanna Gage,Phone was filthy and speakers didn’t work,Verified Purchase,1.0 out of 5 stars,Right off the bat you can see the phone was visibly dirty and the speakers were filled with dirt. When I tested out the speakers the left side didn’t work at all and the right side sounded off pitch,3-Feb-22,February,2022,,,,,,,,,
2769,selena niurulu,Love it I 100 percent recommend them,Verified Purchase,5.0 out of 5 stars,Really like it I can see a lil scratch but it’s looks fine,17-Apr-20,April,2020,0,0,0,0,0,0,,0,0
2770,steven,En perfecto estado funciona de maravilla,Verified Purchase,5.0 out of 5 stars,Excelente condiciones,15-Nov-20,November,2020,,,,,,,,,0
2771,Shawayne Wells,Not gsm unlock,Verified Purchase,2.0 out of 5 stars,Ordered GSM unlock and it wasn’t,8-Nov-21,November,2021,,,,,,,,,
2772,Masa Brown,The speakers were blown out when I bought it.,Verified Purchase,1.0 out of 5 stars,The speakers were blown out.,9-Jun-22,June,2022,,,,,,,,,
2773,Karla Owens-Personal,Phone is nothing more than a paper weight now,Verified Purchase,1.0 out of 5 stars,"After only 3.5 months the phone is completely dead and will not charge. Took to Apple store and was told it would have to be replaced. WTH! Ordered and received early October 2020. Started having charging issues last week and now it is completely dead. And wouldn't you know it is past the return date by a mere 12 days. Come on Amazon, you sold me this product you need to stand behind it or at least replace or refund something that lasts only days longer than the return window. BS!",11-Feb-21,February,2021,,,,,,,,,
2774,Cindy,Its good,Verified Purchase,5.0 out of 5 stars,I love it so far just it gets hit easily,11-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2775,Missy,Works well,Verified Purchase,5.0 out of 5 stars,No scratches on my phone delivery was fast came packaged properly no complaints so far,18-Mar-20,March,2020,0,0,0,0,0,0,,0,0
2776,Emily rangel,I got my phone,Verified Purchase,5.0 out of 5 stars,Very nice It’s not a scam,23-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2777,JS,So fast,Verified Purchase,5.0 out of 5 stars,Good 👍🏻,25-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2778,Sarita,Just like brand new . Its perfect!,Verified Purchase,5.0 out of 5 stars,Ordered this for my teenager since she wanted an upgrade. She loves it!,28-Apr-20,April,2020,0,0,0,0,0,0,,0,0
2779,Edwingn Moya luna,Great deal!,Verified Purchase,5.0 out of 5 stars,Bought refurbished I’m assuming only open box as the item seemed 100%brand new would recommend the seller,18-Feb-20,February,2020,0,0,0,0,0,0,,0,0
2780,ricky bradshaw,I phone,Verified Purchase,5.0 out of 5 stars,Nice phone,7-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2781,lizzy,SAD,Verified Purchase,1.0 out of 5 stars,"Well I got the iPhone 11 yesterday and it currently right now will shut off every 5-10 mins , I have tried multiple times to contact the carrier and they haven’t emailed me back or nothing which I spent 700$ on a phone I’d like to get atleast a phone I can have a conversation on .. I don’t even want my money back I just want my phone fixed because it’s honestly a great phone but I think you should get a better technician that works on your phones cause I even called Apple to see what they recommend I do (that’s what they said ab the technician ) but I’m just disappointed I was so excited now I just feel ripped off ):",25-Apr-20,April,2020,1,0,0,-1,0,1,,1,0
2782,Philip,HORRIBLE PRODUCT,Verified Purchase,1.0 out of 5 stars,I purchased this phone as a Christmas gift. It was “tested” and supposedly “like new and fully functional.” The screen is badly scratched. Face ID does not work. The back glass is badly scratched. There is no time for a return and refund. I am being offered a $20 refund. ?!?!?!? What a rip-off!!!,16-Dec-21,December,2021,,,,,,,,,
2783,Carol L. Piasecki,No flaws,Verified Purchase,5.0 out of 5 stars,So far I am liking my phone 👍,1-Aug-20,August,2020,0,0,0,0,0,0,,0,0
2784,JHONNY HERRERA,Value,Verified Purchase,5.0 out of 5 stars,Good phone for money,30-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2785,joser,"Great deal, awesome seller",Verified Purchase,5.0 out of 5 stars,"Great phone, great interface. Coming from android but just Apple has all the right features.",7-Mar-20,March,2020,0,0,0,0,0,0,,0,0
2786,Holotipz,Vedy good,Verified Purchase,5.0 out of 5 stars,Vedy good,6-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2787,Kirstie Green,Great quality,Verified Purchase,5.0 out of 5 stars,I love my new phone. Lilac is my favorite color!,1-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2788,AKASHKUMAR PATEL,"Mic is not working, and cannot return it as i gifted to my parents",Verified Purchase,1.0 out of 5 stars,"Mic is not working, and cannot return it as i gifted to my parents",13-May-22,May,2022,,,,,,,,,
2789,Edgar Ortiz Romero,It is scam. Beware!!!!,Verified Purchase,1.0 out of 5 stars,"The media could not be loaded.
 I purchased this iPhone 11 because it said it was unlocked. I have always owned unlocked iphones and never had troubles with them. I live in Guatemala. This iPhone 11 was working for a few days but all of the sudden ""stopped"" recognizing my SIM card. As you can see in the video the issue is not my SIM card because it works in my old and unlocked iPhone 8. Since I am not in the USA I lost almost $600. Beware, don't buy this product. It is a complete scam.",1-Nov-20,November,2020,0,0,0,-1,0,0,,0,0
2790,Loide N. Shitemba,The screen came with a lot of scratches. 👎🏿👎🏿,Verified Purchase,1.0 out of 5 stars,The scratches on the screen,6-Jun-22,June,2022,,,,,,,,,
2791,yaury pullas,Perfect🤝,Verified Purchase,5.0 out of 5 stars,Really good!,20-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2792,Kindle Customer,Problem with phone,Verified Purchase,1.0 out of 5 stars,Just received the phone yesterday it was a birthday gift for my granddaughter. It was supposed to be unlocked but according to cricket it is locked! What can I do?,26-Feb-22,February,2022,,,,,,,,,
2793,Amazon Customer,The touch screen did not work.,Verified Purchase,1.0 out of 5 stars,"The phone's touch screen completely non-functional out of the box. There were no cracks but since the device didn't register any touch, I was never able to get past the initial setup screen (even after restarts). In their defense, they did offer a refund though unfortunately I was too busy to send it in time. I'm not saying all of their phones come broken but I figure it's worth mentioning that mine was.",12-Nov-21,November,2021,,,,,,,,,
2794,Aman Thapa Magar,Excellent.,Verified Purchase,5.0 out of 5 stars,Everything is Very smooth.,11-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2795,Eric Albanese,Best iphone,Verified Purchase,5.0 out of 5 stars,Item was as described. Works great and i should of upgraded sooner,8-May-20,May,2020,0,0,0,0,0,0,,0,0
2796,Alex Piña,Llego con falla en la bocina,Verified Purchase,1.0 out of 5 stars,"The media could not be loaded.




 Llego con una falla en la bocina,no recomiendo comprar, aunque digan que los checan, la verdad no Creo que lo hagan,La bocina se distorsiona al subir el volumen",30-Apr-22,April,2022,,,,,,,,,
2797,Amazon Member,Screen has scratches,Verified Purchase,1.0 out of 5 stars,"Plus the BUY BACK Program is a scam. They try to low ball you, AFTER saying the expected amount they'll give you AFTER you've already sent it in. Then if you don't accept you get it back weeks later. Plus I sent it in with a brand new ""Real Apple Charge Cable & Charger"" and they KEPT the cable and charger, only returned the phone. The phone I traded in, was in better screen shape than the screen on the phone I purchased. Will NEVER do this again.",21-Mar-21,March,2021,,,,,,,,,
2798,Amazon Customer,"never put a review, but this one is a trash, 92 battery capacity, tons of scratches.",Verified Purchase,1.0 out of 5 stars,I am returning this right away.,3-Jun-22,June,2022,,,,,,,,,
2799,Bob,Excellent,Verified Purchase,5.0 out of 5 stars,Value for money,27-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2800,Daniel Andrés Delgado Garcia,Pésima calidad,Verified Purchase,1.0 out of 5 stars,No lo recomiendo,11-Jun-22,June,2022,,,,,,,,,
2801,Keiomary Hernandez,Perfect Condition,Verified Purchase,5.0 out of 5 stars,Phone completely brand new. Battery life on 100%. Working in perfect condition.,20-Apr-20,April,2020,0,1,0,0,0,0,,0,0
2802,Eliza Bachman,Do not buy this item unless you want to have to replace the battery POOR BATTERY HEALTH,Verified Purchase,1.0 out of 5 stars,Do not buy this unless you want a POOR battery health!,21-May-22,May,2022,,,,,,,,,
2803,Michael Lavea,Great deal,Verified Purchase,5.0 out of 5 stars,Great deal and works with sim any carrier,13-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2804,Antonio montezuma,Excellent phone,Verified Purchase,5.0 out of 5 stars,Came in time was wrapped very good It is a great phone Im enjoying it very much,18-Jan-20,January,2020,0,0,0,0,0,0,,0,0
2805,Josué M.,A+,Verified Purchase,5.0 out of 5 stars,A+,25-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2806,Kevin OHalloran,Screen slowly cracking more and more with case on,Verified Purchase,2.0 out of 5 stars,"The phone works great, but there’s marks all over the screen that keep getting bigger. Not sure what they sold me.",11-Aug-21,August,2021,,,,,,,,,
2807,Elizabeth Shoults,Scratches all over the screen,Verified Purchase,1.0 out of 5 stars,For the price I paid I did not expect it to have this many scratches on the screen I could of gotten a new one for the same price,4-Mar-22,March,2022,,,,,,,,,
2808,Name,Like new,Verified Purchase,5.0 out of 5 stars,The phone came i excellent condition looked like it was new 100% battery works great,11-Feb-20,February,2020,0,1,0,0,0,0,,0,0
2809,Mediterraneo,The glass has lots of scratches,Verified Purchase,1.0 out of 5 stars,Too many scratches.,9-Jun-22,June,2022,,,,,,,,,
2810,Joy Baker,Great phone and customer service.,Verified Purchase,5.0 out of 5 stars,Great phone and the seller was so helpful!!,10-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2811,Edward thomas,Totally awesome!,Verified Purchase,5.0 out of 5 stars,This was a birthday gift for my daughter and she loves it!,19-Apr-20,April,2020,0,0,0,0,0,0,,0,0
2812,ASHLYNE,Disappointing,Verified Purchase,1.0 out of 5 stars,The life battery on the phone I received are very low 80% and I spend all that money buying that phone and I also received it with scratch on the back.,24-Feb-22,February,2022,,,,,,,,,
2813,User,IMEI Reported Lost,Verified Purchase,1.0 out of 5 stars,Sprint customers transitioning to T-Mobile with the merger. We purchased two iPhone 11s from this vendor. One phone activated just fine. Had problems activating the second phone. Spent 1 hr 40 min at the T-Mobile store. Second phone IMEI was reported 'Lost' by the previous owner. Easy return process and received our refund. Ordering another phone. Hopefully won't run into the IMEI issue again.,29-Nov-21,November,2021,,,,,,,,,
2814,Xavi,Excelente adquisición,Verified Purchase,5.0 out of 5 stars,Excelente equipo !! En buen estado y desbloqueado para sur America,27-Apr-20,April,2020,,,,,,,,,0
2815,K Anderson,It was advertised as something else,Verified Purchase,2.0 out of 5 stars,The phone was advertised as being fully unlocked I had to change carriers just to get the phone activated if I knew it was still locked I never would have brought it,9-Apr-21,April,2021,,,,,,,,,
2816,herve lionel,Nice product,Verified Purchase,5.0 out of 5 stars,Love it,22-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2817,Rashem Woodson,Awesome,Verified Purchase,5.0 out of 5 stars,I have no complaints and came a day early thank you,9-May-20,May,2020,0,0,0,0,0,0,,0,0
2818,nelly,Very nice phone,Verified Purchase,5.0 out of 5 stars,Nice phone,18-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2819,Marie jackson,Great phone,Verified Purchase,5.0 out of 5 stars,Excellent,2-Dec-20,December,2020,0,0,0,0,0,0,,0,0
2820,Natanael,Buen equipo,Verified Purchase,5.0 out of 5 stars,Poco lento pero por lo demás bie,23-Jul-20,July,2020,,,,,,,,,0
2821,Osvaldo,The best,Verified Purchase,5.0 out of 5 stars,It is worth the money and I works really good,13-May-20,May,2020,0,0,0,0,0,0,,0,0
2822,Kelsie S.,Love it,Verified Purchase,5.0 out of 5 stars,Love it,16-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2823,Trecy,Great IPhone 11,Verified Purchase,5.0 out of 5 stars,"It’s the best, I really enjoy the phone.",18-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2824,nate,Great,Verified Purchase,5.0 out of 5 stars,Had it 2 weeks so far so good,18-Jun-20,June,2020,1,0,0,0,0,0,,1,0
2825,CodyJo,Camera and video jumpy,Verified Purchase,1.0 out of 5 stars,"The media could not be loaded.




 I uploaded a screen recording of how the video and camera jump around. If I use other apps it doesn’t do that - buying a refurb phone was a bad idea. Not a happy customer.",28-Mar-22,March,2022,,,,,,,,,
2826,Rob Miszewski,Great buy,Verified Purchase,5.0 out of 5 stars,This phone looks and works like a new phone. Extremely happy with it.,21-Mar-20,March,2020,0,0,0,0,0,0,,0,0
2827,german riera,IMPECABLE,Verified Purchase,5.0 out of 5 stars,"EXCELENTE EL PRODUCTO Y EL CARGADOR, LA MEJOR COMPRA DE TODAS LAS QUE HICE EN ESTE MERCADO",6-Jan-20,January,2020,,,,,,,,,0
2828,Amazon Customer,Very happy,Verified Purchase,5.0 out of 5 stars,Phone is exactly as expected. Very happy with the transaction.,4-May-20,May,2020,0,0,0,0,0,0,,0,0
2829,lavd0021,Lo Recomiendo,Verified Purchase,5.0 out of 5 stars,Excelente Equipo.,21-Oct-20,October,2020,,,,,,,,,0
2830,tesfahareg Heye,it needs to be charged every 2 hrs and when u do it gets hit up over all I don’t suggest it,Verified Purchase,1.0 out of 5 stars,It was for my day to day use I don’t usually use my phone that often,18-Apr-22,April,2022,,,,,,,,,
2831,Kim O,Battery overheats,Verified Purchase,1.0 out of 5 stars,Worked for a few weeks perfectly then after that I would use it for a little and the phone would get really hot and also the battery would decrease insanely fast,11-Feb-22,February,2022,,,,,,,,,
2832,Brenda Rodriguez,Satisfied customer,Verified Purchase,5.0 out of 5 stars,Came in before and so worth it to buy,25-May-20,May,2020,0,0,0,0,0,0,,0,0
2833,Michael John Nisbett,Hardware Failed Within 90 Days. Company Refunding Money,Verified Purchase,2.0 out of 5 stars,"The iPhone 11 is an excellent phone. However, the one I purchased crashed and the Bluetooth and Wifi failed. I contacted the company and they refunded my money without a whole lot of hassle.",16-Feb-21,February,2021,,,,,,,,,
2834,Rosemary Lear,It doesn’t work well.,Verified Purchase,1.0 out of 5 stars,The iPhone I received works well with the internet but does not work well making or receiving calls. Drops the connection and sometimes doesn’t even ring on incoming calls.,23-Feb-22,February,2022,,,,,,,,,
2835,Amazon Customer,Good unlocked I phone 11,Verified Purchase,5.0 out of 5 stars,"Very good phone, everything as advertised",23-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2836,Andres Amoretti,LIKE NEW!!!,Verified Purchase,5.0 out of 5 stars,PERFECT!! Like new!! Battery 100%. Adapter is generic.,20-Jun-20,June,2020,0,1,0,0,1,0,,0,0
2837,Brandon,Practically new,Verified Purchase,5.0 out of 5 stars,A few scratches but relatively brand new with screen protector!,14-May-20,May,2020,0,0,0,0,0,0,,0,0
2838,GK,Excelente condición,Verified Purchase,5.0 out of 5 stars,Teléfono en muy buen estado y perfecto funcionamiento,9-Jun-20,June,2020,,,,,,,,,0
2839,Dustin Starks,Awesome,Verified Purchase,5.0 out of 5 stars,Works like brand new! I love it,26-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2840,Edward Ocampo,The battery goes very fast,Verified Purchase,3.0 out of 5 stars,Everything,11-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2841,Amazon Customer,Love this IPhone 💞,Verified Purchase,5.0 out of 5 stars,"Great Iphone11, Very happy with my purchase. thanks",6-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2842,Joelle Phillips,do not buy from this company,Verified Purchase,1.0 out of 5 stars,"My phone operated terribly. The time and date were never correct on my phone, the notifications didn’t work, the sound was crackly so any time i would listen to music or anything it would crackle. speaker phone didn’t work, the front flash was completely foggy there were dents and chips in the phone itself when it arrived. I tried various methods to fix these things and i contacted the seller and all they said was to return the phone. they did not say they’d exchange it or they’d fix my phone and we’re not helpful at all. i returned the phone and just bought one from apple it was only 30$ more.",13-Jul-20,July,2020,0,0,0,-1,0,1,,0,0
2843,Amber,"It will not charge , the charge charges backwards . And it will die in maybe a 20 min span",Verified Purchase,1.0 out of 5 stars,"It will not charge , the charge charges backwards . And it will die in maybe a 20 min span",28-Mar-22,March,2022,,,,,,,,,
2844,Chewe Mukuka,Poor condition of the device,Verified Purchase,2.0 out of 5 stars,"The phones condition was disappointing, the earpiece volume is too low I have to put the phone on loudspeaker, visible signs of screen replacement it generally doesn’t feel like a new phone to me.",17-Feb-21,February,2021,,,,,,,,,
2845,Sallyneckbone,A hunk of junk,Verified Purchase,1.0 out of 5 stars,It was in very good condition but it is garbage it is garbage it will not sync with any of my Apple products I tried to buy AppleCare and I put in the number the serial number the The serial number and he wouldn’t even register at Apple so that makes me 🤔 Bootleg phones they’re not real Apple phones if they won’t register at Apple then what are they bootleg I have reached out to them and they refused to reach back so I guess this get their intention😭😭😭😭😭😭😭😭😭😭😭Don’t buy,26-Feb-21,February,2021,,,,,,,,,
2846,Alberto Frechette,Not satisfied about the battery,Verified Purchase,2.0 out of 5 stars,The capacity of the battery is very low since it’s for someone in Haiti who don’t really have full access of electricity. What could you do for that?But everything is good beside that..,14-Feb-21,February,2021,,,,,,,,,
2847,Barry Carstensen,Severely scratched up screen… Do not buy from the seller,Verified Purchase,1.0 out of 5 stars,The screen is severely scratched up… I am keeping this but will never buy from Amazon again concerning iPhones,8-Apr-22,April,2022,,,,,,,,,
2848,Dame Thiobane,The battery life is great,Verified Purchase,5.0 out of 5 stars,Good condition guys,6-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2849,Alex,Battery life,Verified Purchase,5.0 out of 5 stars,Came perfectly with a amazing battery life,21-Jun-20,June,2020,0,1,0,0,0,0,,0,0
2850,Angel03,Yaay,Verified Purchase,5.0 out of 5 stars,Wonderful,13-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2851,Amazon Customer,High price for a used phone with scratches on it!,Verified Purchase,2.0 out of 5 stars,The phone was suppose to be like new and reconditioned. It has a bad battery life and there was scratches all over it.,20-Jun-21,June,2021,,,,,,,,,
2852,Jon,good phone,Verified Purchase,5.0 out of 5 stars,my daughter loves her new phone,7-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2853,Ambar Newball,Worth the money,Verified Purchase,5.0 out of 5 stars,"It’s an amazing phone, love it",10-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2854,kemz,Damaged goods.,Verified Purchase,1.0 out of 5 stars,Received this phone with a cracked screen and a crack on the back as well. I returned it.,3-Apr-22,April,2022,,,,,,,,,
2855,Jason Lasher,Iphone,Verified Purchase,5.0 out of 5 stars,Thickness,9-Nov-20,November,2020,0,0,0,0,0,0,,0,0
2856,Hanna Nascimento,I do love it!!,Verified Purchase,5.0 out of 5 stars,My new cellphone is perfect!! I love it!!,26-May-20,May,2020,0,0,0,0,0,0,,0,0
2857,Luis galindo,Not but,Verified Purchase,5.0 out of 5 stars,Nice phone,2-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2858,rigoberto rios,la vida,Verified Purchase,5.0 out of 5 stars,dueno,17-Oct-20,October,2020,,,,,,,,,0
2859,Adrian,Good,Verified Purchase,5.0 out of 5 stars,Good,31-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2860,Dave Denkhaus,Fantastic,Verified Purchase,5.0 out of 5 stars,Works great as expected,21-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2861,Allie,Product arrived damaged.,Verified Purchase,1.0 out of 5 stars,The product arrived damaged with multiple visible scratches on the touch screen.,3-May-22,May,2022,,,,,,,,,
2862,Amazon Customer,Scratched screen.,Verified Purchase,2.0 out of 5 stars,"The cell phone has multiple scratches on the screen, which are deep, 100% battery, 100% facial recognition, I was disappointed with the screen but the rest came as promised.",30-Mar-21,March,2021,,,,,,,,,
2863,natalie,Happy,Verified Purchase,5.0 out of 5 stars,"The media could not be loaded.
 This is a real iPhone so happy",3-Jun-20,June,2020,0,0,0,-1,0,0,,0,0
2864,DONT BUY,Don’t trust,Verified Purchase,1.0 out of 5 stars,I bought jt hoping jt was a iPhone but to my surprise it was not a iPhone as it says it does not say iPhone on the back where it should it says product,19-Jan-22,January,2022,,,,,,,,,
2865,Adaliz Durán,Me encanta el cel,Verified Purchase,5.0 out of 5 stars,Muchas gracias me gustó la cámara está de exelente👍😁,1-May-20,May,2020,,,,,,,,,0
2866,Amazon Customer,"These are not ""Minor Blemishes.""",Verified Purchase,1.0 out of 5 stars,"Phone came with screen seriously scratched. It says that they have minor blemishes that are ""not visible when held at arms length."" But that is BS as this phone had pretty serious scratches on the screen. Other blemishes would be fine, but not on the screen. Will be sending back for a replacement, since they already have my money and I know it will be a pain to get a refund.",30-Sep-21,September,2021,,,,,,,,,
2867,Alexander,Very good phone.,Verified Purchase,5.0 out of 5 stars,Satisfied!!!,17-Oct-20,October,2020,0,0,0,0,0,0,,0,0
2868,Kieth,Does not work as Expected,Verified Purchase,1.0 out of 5 stars,"They make it seem like this will work like a brand new phone, but it seems like they just sell your someone’s old broken one wo fixing it. Dropped calls, no internet, can’t hear, alllll the things. After shelling out $600 I did not expect that from my phone.",6-Dec-21,December,2021,,,,,,,,,
2869,TruHeat,Phone was not unlocked,Verified Purchase,1.0 out of 5 stars,"After many hours on the phone with my service provider, it was finally decided that the phone just wasn't unlocked and unusable. Sent the refurbished phone back and went to the Apple store to buy a new one.",30-Dec-21,December,2021,,,,,,,,,
2870,LRH,Works like a charm!,Verified Purchase,5.0 out of 5 stars,Paid 2/3 the retail price and love it.,29-May-20,May,2020,0,0,0,0,0,0,,0,0
2871,Parmjot Singh,Thanks amazon,Verified Purchase,5.0 out of 5 stars,Work good I like it nice phone,8-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2872,Estella Nyandwi,Perfect,Verified Purchase,5.0 out of 5 stars,It was perfect! Even had a screen protector on it,23-Apr-20,April,2020,0,0,0,0,0,0,,0,0
2873,Jalaycia L.,Defective Speakers and Facial Recognition,Verified Purchase,2.0 out of 5 stars,Product was in okay condition. Speakers for IPhone were defective and had to be paid for to be replaced. It was also discovered that the facial recognition feature was not working with the device and must be fixed as well.,10-Nov-20,November,2020,0,0,0,-1,0,0,,0,0
2874,Gary b.,Cracked back and deep scratches all over screen.,Verified Purchase,1.0 out of 5 stars,,1-Jun-22,June,2022,,,,,,,,,
2875,Cristina Noboa,Love it!,Verified Purchase,5.0 out of 5 stars,"It even came with a fast charger, great conditions, loving it",17-Mar-20,March,2020,0,0,0,0,0,0,,0,0
2876,Doug,Well worth it money well spent,Verified Purchase,5.0 out of 5 stars,It works straight out of the box,21-May-20,May,2020,0,0,0,0,0,0,,0,0
2877,Rey,That it works as advertised really good,Verified Purchase,5.0 out of 5 stars,Works as advertised,5-Aug-20,August,2020,0,0,0,0,0,0,,0,0
2878,Anan,COMPLETE TRASH- do not waste your money,Verified Purchase,1.0 out of 5 stars,COMPLETELY SCRATCHED. They put a screen protector on it so I don’t notice the amount of scratches on the phone. DO NOT RECOMMEND. IT’S DEFINITELY NOT WORTH YOUR MONEY.,11-Feb-22,February,2022,,,,,,,,,
2879,Cesar A.,Excellent product !!,Verified Purchase,5.0 out of 5 stars,Excellent condition!!,5-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2880,paulo,Broken camera ring..,Verified Purchase,1.0 out of 5 stars,The cell price was too high comparing to all damage on the phone frame and camera ring. Next time make this failure visible and sell for a fair price.,11-Feb-22,February,2022,,,,,,,,,
2881,Jan Nichols,Very Satisfied,Verified Purchase,5.0 out of 5 stars,The phone came without a scratch. Easy to set up. Everything works.,24-Jan-20,January,2020,0,0,0,0,0,0,,0,0
2882,Elizabeth Mendez,I never got it,Verified Purchase,1.0 out of 5 stars,I never got it so I can give and Opinion on this phone but I have iPhones before and I love them,1-Mar-22,March,2022,,,,,,,,,
2883,Sugeist Medina,poca cantidad,Verified Purchase,3.0 out of 5 stars,No trajo accesorios originales ni audífonos,15-May-20,May,2020,,,,,,,,,0
2884,Amazon Customer,Broken,Verified Purchase,1.0 out of 5 stars,Phone was defective voice did not work properly,13-May-22,May,2022,,,,,,,,,
2885,Michaelangelo,Pefect,Verified Purchase,5.0 out of 5 stars,Perfectly functional brand new unlocked iphone,31-May-20,May,2020,0,0,0,0,0,0,,0,0
2886,Hector Bonilla,Good things come to who wait,Verified Purchase,5.0 out of 5 stars,I love my new phone it’s great,2-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2887,laura sigrist,Awesome phone. Great price,Verified Purchase,5.0 out of 5 stars,Awesome phone. Great price,7-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2888,kelly pierce,DID NOT COME UNLOCKED,Verified Purchase,1.0 out of 5 stars,Was NOT unlocked and I couldn’t use it for t mobile !,22-Apr-22,April,2022,,,,,,,,,
2889,Monice Patterson,iPhone 11,Verified Purchase,5.0 out of 5 stars,I love my iPhone 11,18-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2890,Jennifer Butler,Great buy!!,Verified Purchase,5.0 out of 5 stars,I love this phone!!,9-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2891,Isidro mejia,Nice,Verified Purchase,5.0 out of 5 stars,Good,23-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2892,brionne,iPhone,Verified Purchase,5.0 out of 5 stars,Didn’t come with a lot,16-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2893,jake,Just buy a new one.,Verified Purchase,1.0 out of 5 stars,Mine came with a dead pixel and 90 percent battery life. I returned it and just bought a new one. While you might get lucky and get a like new product it just isn’t worth it to me to save 50 dollars. They need to lower their price to around 100 less then new to make me ever think about buying a used phone again.,28-Oct-21,October,2021,,,,,,,,,
2894,tammy m,Camera makes static noise and shakes horribly!,Verified Purchase,1.0 out of 5 stars,Camera is totally messed up. I thought these were supposed to be verified to work properly? I am returning and ordered another one. Hopefully the next one works. Check everything when you receive your phone because this obviously was not checked very well. Camera makes a static noise and shakes. Totally unusable.,16-Nov-21,November,2021,,,,,,,,,
2895,Jonathan Alvarez,Don’t buy,Verified Purchase,1.0 out of 5 stars,"Was super excited to receive product, however… the screen was super scratched. Phone was sooo dirty and had a lot of scuff marks on it. Then the battery only had a maximum capacity of 86% and you can buy a NEW iPhone 11 64GB from apple for the same price as this… don’t waste your money",9-Nov-21,November,2021,,,,,,,,,
2896,I Buy Stuff,Defective,Verified Purchase,1.0 out of 5 stars,"2 days after receiving my device the phones camera went black. I bought apple insurance to get it fixed, now its doing something wonky with the keyboard. I might as well have bought it new from apple for the hassle. I decided to buy based on mixed reviews but most were positive, unfortunately it didnt work out for me.",8-Nov-21,November,2021,,,,,,,,,
2897,G J Wimmer,Defective microphone,Verified Purchase,2.0 out of 5 stars,"The microphone for calls doesn't work. I'm going to be sending this back. To people on the other line, I sound very faint and as if I were in a very busy atmosphere.",21-Jan-21,January,2021,,,,,,,,,
2898,wandy pujols,So many scrash battery life really poor,Verified Purchase,1.0 out of 5 stars,It’s has alot scratches and battery life really poor,6-May-22,May,2022,,,,,,,,,
