,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
3890,I know on apple it starts off at $599 but does anyone know if they will have black Friday deals on it and at what cost? thanks in advance,0,-0.16666666666666666,0.43333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,IPHONE 11 performance is awesome.Best phone in the world constant 60 fps no heating issue no battery drainage one problem is the the display and price on phone,0,0.5,0.31666666666666665,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,3,3,0
3892,"Happiness James, 02 Nov 2020iPhone 11 vs Samsung A21s, which is better?Iphone batter not sumsung  
sumsung is good but iphone 11 more then good sumsung",0,0.6333333333333333,0.5666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,"Evooms, 10 Nov 202012 mini or 11?11",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,"I bought an iPhone 11 5 days ago and I can say that everything on this phone like the performance, built and the screen is superb 10/10. I even barely notice that the screen is LCD unless you compare it side by side with an iPhone X or 12.",0,0.525,0.55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
3895,"Evooms, 10 Nov 202012 mini or 11?11 obviously.",0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,"Evooms, 10 Nov 202012 mini or 11?12 mini",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,"Evooms, 10 Nov 202012 mini or 11?12 mini",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,12 mini or 11?,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,"i need help anyone can you please tell me if the dual sim is legit or original? like we all know china phones usually have some issues like fake, blurred camera, like literally got the same looks from iphone but different inside. like a clone phone? i hope anyone can clear me out thank you",0,-0.21666666666666667,0.5444444444444444,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3900,does any of u experience higher battery drain during pubg. mine now eats 20 percent per game which is around 30 minutes. last time it was around 11 percent per game. it heats up more easily too.,0,-0.18333333333333335,0.43333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3901,"Happiness James, 02 Nov 2020iPhone 11 vs Samsung A21s, which is better?iPhone 11, no brainer.",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,"Need help. I'm planning to buy a phone tomorrow and I'm considering this iPhone 11. I believe this is the best budget phone that I can buy from apple, although I'm in doubt because $650 is still huge amount of money for me. I just want to make sure that this phone is not a waste of money.",0,0.6333333333333334,0.6962962962962962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,"Guest, 04 Nov 2020The battery health only updates when you update the phone. So if you're on the same softw... morelol that is not correct, complete nonsense.",0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3904,"What about the SOT, i will gonna buy tomorrow.",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,"Guest, 04 Nov 2020The battery health only updates when you update the phone. So if you're on the same softw... moreThatâ€™s not accurate at all. My fiancÃ© didnâ€™t update her phone for years and the battery health meter still updated.",0,0.0,0.0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0
3906,"Happiness James, 02 Nov 2020iPhone 11 vs Samsung A21s, which is better?what are u comparing you friend,  
apple is best phone. 
no compare iphone 11 with samsung a21S",0,0.75,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,"Salinko , 01 Nov 2020Have been using my iPhone 11 since March till October now and the battery is still at 100 perc... moreThe battery health only updates when you update the phone. So if you're on the same software version as when you first bought it, you won't see the health percentage change.",0,0.0,0.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0
3908,"Aoy, 04 Nov 2020Why apple can't made up their phone battery life as like samsung or any type of mi or one... moreIt is a strategy from Apple for selling the battery. :)",0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
3909,"Why iphone take so much charge,when it on lock screen!  
And 
Android take 4-5% on whole night.  
Apple should work on that.  
I have been useing iphone x and samsung j5(2016)  
Using internet with both device.  
Samsung giving me breakup more than 6hour than iphone x.  
Why apple doesn't work on that?",0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3910,Why apple can't made up their phone battery life as like samsung or any type of mi or one plus battery life?,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
3911,"Salinko , 01 Nov 2020Have been using my iPhone 11 since March till October now and the battery is still at 100 perc... moremaybe your phone is infinity life span",0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3912,"LEONGsss, 03 Oct 2020iPhone 11 vs Samsung Galaxy S20 Fe 5G?iPhone 11 vs Samsung A21s, which is better?",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,"Did any one try similar things with apple phone.
https://www.youtube.com/watch?v=fK-dD8xBZxM&list=PLqDT866kql1DmDDcFYncdizDFMzzlH22W",0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,"Aspok, 04 Oct 2020How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and ... moreHave been using my iPhone 11 since March till October now and the battery is still at 100 percent, maybe something is wrong in the phone",0,-0.5,0.9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
3915,"Have been using iPhone 11 since March 2020 and the battery is still 100 percent, is a Good phone and is fast in everything i do. Go for iPhone 11",0,0.44999999999999996,0.6000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
3916,"Amien Ander, 08 Oct 2020If someone reading this and wonder if they should go for the iPhone 11 then let me advised you... moreThank you for this. Iâ€™m excited to get mine!!",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,"I bought Iphone 11/128 GB., but very disappointed as maximum application are having charge, which are not affordable",0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3918,"Versus, 29 Oct 2020The colours are decent, but you'll definitely notice the lower resolution, it feels like ... moreI found 11 for 549 euros but the 11 pro is like 700 here i'm thinking to wait little bit longer let's say new year maybe the 11 pro will go down to about 550/600.",0,0.16666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,"aLREAdY, 27 Oct 2020I want to ask you what about the display. I know its not the sharpest one but are you okay wit... moreThe colours are decent, but you'll definitely notice the lower resolution, it feels like a 720p panel. If you're set on getting an iPhone, I'd either get a second-hand 11 Pro or an iPhone 12 unless you can find an 11 for dirt cheap.",0,0.26666666666666666,0.4666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
3920,"Joinathan, 27 Oct 2020Yes, I have had a iPhone 11 since February and the battery is still 100% (heavy phone, browser... moreImpossible, mines down to 93%",0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3921,"Joinathan, 27 Oct 2020Yes, I have had a iPhone 11 since February and the battery is still 100% (heavy phone, browser... moreI want to ask you what about the display. I know its not the sharpest one but are you okay with it ?That's my main complaint about the 11 that display on paper doesn't sound too good..",0,0.29333333333333333,0.4066666666666666,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0
3922,"aLREAdY, 26 Oct 2020Hi everyone. I want to ask for you that have Iphone 11. Is it good altogether,how much screen ... moreYes, I have had a iPhone 11 since February and the battery is still 100% (heavy phone, browser, youtube and music use).  Great battery life.  I would highly recommend.",0,0.5533333333333333,0.63,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,3,0
3923,"Hi everyone. I want to ask for you that have Iphone 11. Is it good altogether,how much screen on time , because i'm considering to buy it or should i wait little bit more when the price on the 11 pro drops?",0,0.7,0.6000000000000001,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0
3924,"Anonymous, 24 Oct 2020noYes",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,"Anish joe, 16 Oct 2020Go for the iphone 11more like 11 pro max",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,"Adel J, 24 Oct 2020If true, then what youâ€™re saying reflects to a defective unit. Go to an Apple center and let t... moreno",0,0.12499999999999999,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,"Me, 23 Oct 2020Its not all cracked up as they said it would be. Being a first time owner of a iPhone I can sa... moreIf true, then what youâ€™re saying reflects to a defective unit. Go to an Apple center and let them check your unit, and get a replacement if thereâ€™s an issue.",0,0.12499999999999999,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,"Anonymous, 23 Oct 2020If you're talking about valuing tech , oled isn't even the future, apart from colour... moreLCDs feel more natural and comfortable to the eyes, besides Appleâ€™s calibration for this types of screens is so good that you canâ€™t realize any shortcomings, unless you put them side to side with OLEDs and start comparing. LCDs also are more reliable for longer periods of use and they present much less screen issues, such as burn ins, and defects. 
Unpopular opinion; but I really prefer the LCDs over the OLEDs.",0,0.35,0.30000000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
3929,Its not all cracked up as they said it would be. Being a first time owner of a iPhone I can say itâ€™s not worth all the money itâ€™s worth. I had all kinds of issues with the phone from the get go. From watching movies to download issues. No I donâ€™t do a lot of things just text and calls. But I do a lot of traveling so I donâ€™t know if that will have anything to do with it. But I have issues with watching movies as they are blurry and take forever to load. Your phone will go into silent mode without you doing anything and that is the engineering problem and IPhone but they choose not do to anything about it so you have to reset your phone to get rid of it. I will be getting rid of my phone as I donâ€™t want it as I not happy with it . No itâ€™s never been dropped or anything it went right into the best case from the start.,0,0.4142857142857143,0.33928571428571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,"Adel J, 23 Oct 2020Your useless opinion doesnâ€™t matter to anyone. Do your self a favor and go somewhere else If you're talking about valuing tech , oled isn't even the future, apart from colour saturation in some situations , I don't think LCD is bad at all . It comes down to screen quality not display type",0,-0.5,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0
3931,"Anonymous, 15 Oct 2020RIP you LCD lovers after ip12 OLED
Who were feeling proud to have LCD in world's largest... moreYour useless opinion doesnâ€™t matter to anyone. Do your self a favor and go somewhere else",0,0.15000000000000002,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,"Jerry DXB, 20 Oct 2020Hi friends 
My iPhone 11 running on 14.0.1. When I get a phone call notification while am doi... moreI have the same problem as well and im hoping that if I update to 14.1 it will be fixedðŸ¤¦ðŸ¾â€â™‚ï¸",0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3933,"Hi friends  
My iPhone 11 running on 14.0.1. When I get a phone call notification while am doing something with another app,call notification come in the top side like a pop up,but showing the name of the last called person from other apps like Botim,Microsoft teams , instead of showing the name of current person calling from the carrier.When I say hello only I will come to know itâ€™s another person. I did reset my network setting.But same issue continues.If anyone facing the same issue or have any suggestions please reply 
Thanks in Advance.",0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,"Craff, 18 Oct 2020What dis you see RIP? I prefer the LCD over OLEd , oleds fleckering is dangerous to your healt... moreYes correct 
So as per your thinking OLED display are bad and for that we can sue them(Apple/Samsung etc...) for damaging our eyes
 
No dear, it's (OLED display) not that much bad 
Obviously it's depends upon the budget category but definitely not at this much premium flagship level
 
Just think about that d*mb s holes, who wants to keep their ip12 lineup(or samsung OLED) for next 5 years, for the sake of OS upgrade and not able to purchase new phone every 2years even though technology changing + features
 
I was just informing you that Apple made you fool, even though OLED technologies were available at that time(ip 11) 
And now they are able to provide it to whole ip12 lineup 
If they can do it now, then they could have done it before
 
As a customer we shouldn't dance on their tune(whatever they are providing), rather than that they should provide us what is best as per our wants, if not everything
 
Hint: next year they will provide better screen with higher refresh rate (120 + ...) And they Will say we are innovative, Which is already present with different companies flagship/budget products",0,0.35,0.36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
3935,"Anonymous, 15 Oct 2020RIP you LCD lovers after ip12 OLED
Who were feeling proud to have LCD in world's largest... moreWhat dis you see RIP? I prefer the LCD over OLEd , oleds fleckering is dangerous to your health it can causes headache and damage your eyes.",0,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,"Wilsonbuchos, 16 Oct 2020I've been an android user for the past 6 - 7 years but I wanna join the ios family, still... moreIf you care about your health go for iPhone 11, but if you want a better diplay go for rhe max but i Prefer the 11 pro... remember OLED display is verg harmful becuase of flickering .",0,0.125,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3937,The price list mentioned are not same for india model. Kindly update your web,0,0.6,0.9,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0
3938,"Nadim, 07 Oct 2020I think it is wise to avoid fast charging. I have faced the same issue while using ipad 10 w c... moreAh okay weâ€™ll anyway thank you for your help. Because Iâ€™m using fast charger for almost 4 months now and facing the issue if I forgotten to unplug for more than 2 hours",0,0.39999999999999997,0.65,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3939,"Wilsonbuchos, 16 Oct 2020I've been an android user for the past 6 - 7 years but I wanna join the ios family, still... moreGo for the iphone 11",0,-0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,"I'm only getting this just to look cool, I still prefer my Pixel 3a.",0,0.35,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,"Wilsonbuchos, 16 Oct 2020I've been an android user for the past 6 - 7 years but I wanna join the ios family, still... moreChoose which will make you happy",0,-0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,"I've been an android user for the past 6 - 7 years but I wanna join the ios family, still using my android anyway. I'm deliberating seriously on which to buy.. The iPhone 11 or the IPhone Xs Max. I had the iPhone 11 in mind but got discouraged with I saw my friend's 11's display. Oh! I'm using a Samsung A50 401 ppl amoled display so you should understand my disappointment when I saw 11`s display. I'm a lover of tech, nice and bigger screens too. My mind has always been on the Xs Max since then but I still wanna be sure I'm making the right decision. Clues?? I'd appreciate.",0,0.13373015873015873,0.6402116402116401,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
3943,"Anonymous, 15 Oct 2020RIP you LCD lovers after ip12 OLED
Who were feeling proud to have LCD in world's largest... moreWhat are u bickering about?",0,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,"RIP you LCD lovers after ip12 OLED 
Who were feeling proud to have LCD in world's largest selling mobile phone of the year
 
Seriously, it's easy to count that 
How many d*mb f*k r there in the world = total ip11 sold
 
Forget your mobile speed, camera, battery, security etc... Not worthy 
Because, Afterall you are doing it on LCD only 
That's the main part even when you are not using all of your mobile features
 
If you can't value technology then you don't have any rights to use your mobile phone â˜ºï¸",0,0.1838095238095238,0.6571428571428571,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3945,"galaxy user, 14 Oct 2020But 12 mini seems expensive without accessories 11 will be fine after price dropsThey removed the accessories from the SE, 11 and XR boxes. Better go buy it now.",0,0.45833333333333337,0.5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3946,"Anonymous, 13 Oct 202012 mini!! where the hell did u read that!! But 12 mini seems expensive without accessories 11 will be fine after price drops",0,0.4166666666666667,0.5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3947,"Anonymous, 13 Oct 202012 mini!! where the hell did u read that!! Lol, it's in official you tube channel of Apple",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,"Mat, 11 Oct 2020may i get 11 or se 2 or wait for 12 mini
I prefer one handed phone12 mini!! where the hell did u read that!!",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,"Mat, 11 Oct 2020may i get 11 or se 2 or wait for 12 mini
I prefer one handed phoneYou should Wait for iphone 12 Series",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,"Mat, 11 Oct 2020may i get 11 or se 2 or wait for 12 mini
I prefer one handed phonejust wait, today  apple is showing new iphoned",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,"may i get 11 or se 2 or wait for 12 mini 
I prefer one handed phone",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,"Alim Bangladesh , 09 Oct 2020I totally agree with u brother, using it along with K20pro and found IPhone lcd is better then... moreLMAO... now try to compare between ip 11 and mi 10t pro",0,0.25,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,"AnnaXX, 08 Oct 2020 Using this phone from last one month, previously I had Honor V20. First thing about screen, m... moreI totally agree with u brother, using it along with K20pro and found IPhone lcd is better then amoled of K20pro,I compared side by side",0,0.11111111111111112,0.47222222222222215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3954,"Using this phone from last one month, previously I had Honor V20. First thing about screen, my view 20 had lcd panel with 398 ppi screen and believe me iPhone 11 screen with lesser ppi looks amazing and more crisp than view 20â€™s. Also my friend has galaxy s20 and sometimes I use that just for comparison and I never felt that iPhone screen is bad in any aspect, it is bright, sharp and you wonâ€™t notice pixels.  
Second battery life is amazing, give me one full day with 6-7 hr of SOT. You just need to be bit smart for that and if not using turn off Bluetooth, WiFi, location, delete unnecessary apps, disable Siri (if not using) for longer battery life. One bad thing is fast charger is not supplied in box.  
Third camera and built quality is awesome nothing much to say and compare with any android phone.  
Fourth using iOS is so much fun, even it doesnâ€™t provide flexibility like android and still having lots of restrictions regarding file transfer, still you will definitely like it.   
So donâ€™t worry about screen, if you can afford it just go for it.",0,0.1191798941798942,0.4306878306878307,1,1,0,1,0,0,0,2,5,0,1,1,0,1,0,0,0,1,1,0
3955,Not too happy with the phone the brightness always stems right away without even me touching the button Thatâ€™s about my only complaint,0,0.22857142857142856,0.5119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,"Leila, 07 Oct 2020Just wanna share my observation. So i updated my iphone 11 to ios 14.0.1 the moment it was rel... moreIts just APPLE trick to make people buy new iphones 
 
they drastically reduce the battery life through software updates.  My iphone 5s was working perfectly until last 6 months.  Now the battery reduce like 1%  every 5mins even without usage and screen locked.",0,1.0,1.0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,5,0
3957,"If someone reading this and wonder if they should go for the iPhone 11 then let me advised you. just go for it. This phone is so awesome. Yes, on paper its screen looked dated and inferior but for me I enjoyed it so much. The colours are accurate, brightness level is enough, truetone function is great so thereâ€™s  no problem at all when watching video or gaming on the phone. The only differences is when you compare the screen side by side which is irrelevant in the real life usage. Secondly, the performance of this phone is just beastly. Itâ€™s blazing fast experience with no lag or hiccups even in 3d gaming on highest setting. Furthermore with such powerful yet efficient processor you could expect longer battery life. The third longest battery life on an iPhone actually. Only bested by its more premium brothers, the 11 pro and 11 pro max. Lastly the most praised aspect of an iPhone. The camera. Now with the 11, itâ€™s even  better. New image processor makes the image produced more vibrant and natural yet preserved the detail. The new ultrawide camera also is really fun to play around. Looking from such broad perspective will ignites your sense of idea when capturing photos. And the brilliant night mode. The new addition that wrap the 11 features with style. Try it, and youâ€™ll be blown by the result. Just awesome. ðŸ™‚",0,0.2752777777777778,0.42416666666666664,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,0
3958,"domz, 02 Oct 2020i need to know who is beeter xs max or 11 im about to buyxs max",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,"Camara fantastic â¤ï¸â¤ï¸â¤ï¸ 
Purple colour",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,"Aspok, 04 Oct 2020How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and ... moreI think it is wise to avoid fast charging. I have faced the same issue while using ipad 10 w charger. Within 1 month battery health got down to 98% .i am not using that charger  since 10th august and battery health is static .",0,0.4666666666666666,0.7999999999999999,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
3961,Just wanna share my observation. So i updated my iphone 11 to ios 14.0.1 the moment it was released and I can tell that battery is not that good as the latest ios 13 version. Maybe itâ€™s because of the widgets? Battery percentage is going down a bit faster than before.,0,0.6,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
3962,"Aspok, 04 Oct 2020How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and ... moreConstant use of the 18 watt fast charger is not helping.",0,0.2,0.6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3963,"domz, 02 Oct 2020i need to know who is beeter xs max or 11 im about to buyXs max best  
Donâ€™t buy 11",0,1.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,"Vicky, 05 Oct 2020Iphone 11 battery sucks...really bad result....i bought this phone hardly 15 days before and b... moreThanks for help  
You opinions stop me by iPhone 11",0,-0.2916666666666667,0.5416666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
3965,"Saturn, 03 Oct 2020Since iOS 14.0.1 my phone gets really Hot and battery life is worse than Ever! I bought my iPh... moreIphone 11 battery sucks...really bad result....i bought this phone hardly 15 days before and battery drain very quickly, even location is off...brightness is low. If i use 5W charger then it took almost 4hours to charge and when i use my ipad charger 12W then it is taking 2hours to charge but having said that battery drain very quickly and even not running for 18 hours.",0,0.26875,0.5854166666666666,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0
3966,How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and Iâ€™ve using it only for 6 months also Iâ€™m using 18W Fast charging cable and adapter,0,0.2,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3967,"Since iOS 14.0.1 my phone gets really Hot and battery life is worse than Ever! I bought my iPhone 11 less than a month ago, and now I regret it! Shame on  you Apple...",0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3968,iPhone 11 vs Samsung Galaxy S20 Fe 5G?,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,"Anonymous, 30 Sep 2020I am confused whether to select the single sim version or hong kong version(dual sim) could yo... moreWhere do u live? I am using the Hongkong dual sim variant here in the Philippines and everything works fine.",0,0.2765151515151515,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,i need to know who is beeter xs max or 11 im about to buy,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,"Anonymous, 27 Sep 2020I like to by iphone 11.. any suggest?11 is the colorful weakened version of pro and max. It only got two cameras and the ppi is worse. In short, if you have a little more money, I suggest you buy pro or max.",0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,"Recently, my mother is considerin' changing my phone and phone number for me. By the way, I'll switch to another telecommunications company. That telecommunications company has a plan for iphone 11 (128gb) with a phone number of NT$0 , which's a bargain! There's no money for a phone number of more than NT$20,000 (about $700) , and the monthly rental fee is still NT$799/month. And my momâ€™s friend recently adopted their plan. Changin' the phone number to take note 20 (256gb) is also a monthly rent of NT$0. As usual, how can I not know that there's a good deal! ? Hurry up and get ready to meet my i11!",0,0.11249999999999999,0.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,"My new iphone 11 64 GB`s 0.5 ultrawide, front and rear camera doesn`t work after 25 days carefully using. I have this problem.",0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3974,My iPh 11 battery is always about 5% issue along the night. Is there anyone has the same problem like me?,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3975,I am confused whether to select the single sim version or hong kong version(dual sim) could you please advice,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,"Anonymous, 27 Sep 2020I like to by iphone 11.. any suggest?GO For iPhone XS Max. Better than 11.",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,"i11 is worthy to buy.. top global selling iphone 11 version.. more people go 4 that.. and hv a excellent battery life, performance is superb, camera is great and many more usefull thing 4 daily uses.. why pay more while youâ€™re can pay less for perfect smartphone..",0,0.62,0.55,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0
3978,"Disappointed, 28 Sep 2020I went from an iPhone 8 Plus to iPhone 11.... I don't feel like it's as fast in conn... moreI donâ€™t have any problems with my ip11. I came from an iphone 7+.",0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,"Anonymous, 27 Sep 2020I like to by iphone 11.. any suggest?It took me a year to have an iphone 11. And i am quite impressed and satisfied.",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,I went from an iPhone 8 Plus to iPhone 11.... I don't feel like it's as fast in connectivity and I'm always near wifi so what's the deal??  Anyone else have this problem?,0,0.15000000000000002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,I like to by iphone 11.. any suggest?,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,I just upgraded my iphone 11 to ios 14.0.1. I havenâ€™t noticed any big changes. Battery still okay. Performance is great. Do you have any issues?,0,0.65,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
3983,"Anonymous, 24 Sep 2020I just got an Iphone 11 a few days ago and upgraded to IOS 14 the first night. So far, the bat... moreThat's weird. My battery has been as great on 13.7 as on ios 14. I updated to ios 14.0.1 yesterday and battery life is still very good so far. Maybe you should try to do a factory reset... (sorry for my awful english, it's not my native language)",0,0.25,0.5875,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
